Gender,Best_event,Max_level,n_dist,S,b,E,CS_ms,CS_kmh,D_prime
Male,400,Interregional,3,20.709402,0.243147,0.756853,4.553715,16.39337,198.348
Female,800,National,4,13.360021,0.154664,0.845336,4.643777,16.7176,199.461
Male,400,Interregional,3,16.452368,0.203021,0.796979,4.962474,17.86491,123.224
Female,800,National,3,15.392846,0.195702,0.804298,4.462953,16.06663,168.834
Female,400,Regional,3,14.960797,0.221214,0.778786,3.526357,12.69488,187.429
Male,1500,Regional,3,11.880932,0.135142,0.864858,4.581292,16.49265,239.325
Male,1500,Regional,3,11.834502,0.130323,0.869677,5.366188,19.31828,102.012
Male,3000,Regional,3,10.389019,0.108299,0.891701,4.569885,16.45159,333.917
Male,1500,Regional,4,10.662889,0.121106,0.878894,4.263975,15.35031,306.341
Male,800,Interregional,3,15.022196,0.170744,0.829256,5.301252,19.08451,138.528
Male,1500,Regional,3,10.883,0.119375,0.880625,4.72144,16.99718,205.444
Male,3000,Interregional,3,8.850737,0.066984,0.933016,5.430847,19.55105,179.701
Female,400,Regional,4,13.514093,0.196324,0.803676,3.449225,12.41721,216.668
Female,3000,Interregional,5,9.974903,0.112288,0.887712,4.399145,15.83692,197.126
Male,1500,Regional,3,11.157185,0.135432,0.864568,4.840458,17.42565,105.584
Male,1500,Interregional,3,12.499736,0.131964,0.868036,4.756075,17.12187,270.556
Male,800,Regional,3,13.273659,0.166553,0.833447,4.653188,16.75148,143.392
Female,1500,Interregional,4,10.919634,0.138138,0.861862,4.152344,14.94844,186.574
Female,800,Interregional,5,10.745147,0.133973,0.866027,4.128089,14.86112,187.629
Male,800,Regional,3,11.645097,0.126343,0.873657,5.011547,18.04157,165.427
Male,400,Interregional,3,19.817329,0.238002,0.761998,4.620238,16.63286,175.162
Female,5000,Interregional,3,7.398968,0.076085,0.923915,3.863077,13.90708,497.845
Female,3000,Regional,3,9.510388,0.123133,0.876867,3.656843,13.16463,365.988
Male,800,Interregional,3,12.792045,0.129715,0.870285,5.044391,18.15981,244.471
Male,3000,Interregional,4,10.915167,0.106052,0.893948,5.095476,18.34372,219.31
Female,800,Interregional,4,11.671454,0.144,0.856,4.340584,15.6261,180.077
Male,3000,Regional,3,11.026365,0.114774,0.885226,5.064205,18.23114,170.683
Male,3000,Regional,3,7.835516,0.060285,0.939715,4.978821,17.92376,186.759
Female,400,Regional,3,13.438317,0.196442,0.803558,3.809082,13.7127,158.905
Male,1500,National,4,11.862923,0.109529,0.890471,5.35061,19.2622,258.574
Male,800,Interregional,3,13.2128,0.146962,0.853038,4.820166,17.3526,229.066
Male,400,Interregional,3,23.458407,0.278928,0.721072,4.156538,14.96354,204.625
Male,3000,Interregional,3,11.193764,0.114947,0.885053,4.915264,17.69495,178.821
Male,1500,Interregional,3,11.511157,0.118289,0.881711,5.101149,18.36414,196.414
Female,3000,Regional,4,9.112991,0.114484,0.885516,3.856371,13.88294,250.601
Male,800,Regional,5,12.334157,0.137302,0.862698,4.679067,16.84464,199.189
Male,3000,Regional,3,11.399671,0.12792,0.87208,4.863509,17.50863,130.705
Female,400,Regional,3,15.585932,0.215937,0.784063,3.913897,14.09003,177.508
Male,400,Regional,4,13.805192,0.175085,0.824915,4.249246,15.29729,188.321
Male,3000,Interregional,4,9.824462,0.088317,0.911683,5.241917,18.8709,173.455
Male,800,Regional,3,13.956827,0.165267,0.834733,5.081629,18.29386,129.879
Male,10000,Regional,5,7.841002,0.076684,0.923316,4.28445,15.42402,183.014
Male,3000,Regional,5,9.381803,0.112034,0.887966,4.349138,15.6569,115.598
Male,800,Regional,3,12.074861,0.14151,0.85849,5.052683,18.18966,114.443
Female,400,Regional,3,12.219514,0.173012,0.826988,4.09487,14.74153,134.983
Male,1500,Interregional,3,12.142468,0.130247,0.869753,4.933087,17.75911,217.595
Female,800,Regional,3,11.242785,0.166661,0.833339,3.837845,13.81624,138.482
Female,800,Interregional,3,13.416674,0.175815,0.824185,4.407021,15.86527,149.631
Male,10000,Regional,3,7.942862,0.072271,0.927729,4.471799,16.09847,260.394
Male,400,Regional,4,12.407582,0.148076,0.851924,4.622625,16.64145,161.579
Female,800,Interregional,4,13.6476,0.182052,0.817948,3.854513,13.87625,220.6
Male,1500,Regional,3,11.009492,0.122081,0.877919,4.69087,16.88713,207.656
Male,1500,Interregional,3,11.466566,0.118124,0.881876,5.68419,20.46308,85.209
Male,800,Regional,3,13.910775,0.161092,0.838908,5.147186,18.52987,135.677
Male,800,Regional,3,13.081926,0.165246,0.834754,4.140054,14.90419,246.094
Male,1500,Regional,4,11.452174,0.122949,0.877051,4.986019,17.94967,158.165
Male,10000,Regional,6,7.829735,0.085781,0.914219,4.074014,14.66645,165.081
Female,5000,Interregional,3,7.673764,0.07413,0.92587,4.204701,15.13692,304.012
Female,1500,Interregional,3,11.317422,0.144286,0.855714,4.041328,14.54878,247.222
Male,1500,Regional,3,11.267822,0.117483,0.882517,4.676659,16.83597,337.647
Male,800,Interregional,3,17.409529,0.204262,0.795738,4.880502,17.56981,174.985
Female,3000,Regional,3,7.700503,0.111394,0.888606,3.472357,12.50048,164.22
Male,800,International,3,13.249937,0.124155,0.875845,6.264143,22.55092,109.048
Male,1500,Regional,3,8.761318,0.088509,0.911491,4.583859,16.50189,202.713
Male,800,Interregional,5,14.986178,0.17537,0.82463,4.257958,15.32865,264.233
Female,3000,Regional,5,8.276275,0.118286,0.881714,3.39728,12.23021,207.471
Male,1500,Regional,3,10.957907,0.118733,0.881267,4.833675,17.40123,189.519
Male,1500,National,3,9.70477,0.078835,0.921165,5.217877,18.78436,313.291
Female,400,Regional,3,13.900236,0.202098,0.797902,3.782616,13.61742,166.311
Female,400,Interregional,3,18.185298,0.242145,0.757855,3.939787,14.18323,186.203
Male,1500,Interregional,5,11.525909,0.116908,0.883092,5.092256,18.33212,172.872
Male,400,Interregional,3,21.778844,0.266897,0.733103,4.055372,14.59934,209.613
Male,3000,Regional,3,9.31195,0.101388,0.898612,4.642709,16.71375,149.704
Male,10000,Interregional,4,9.042306,0.079808,0.920192,4.863219,17.50759,227.884
Female,800,Interregional,3,16.852032,0.226736,0.773264,3.855428,13.87954,203.658
Male,800,Regional,3,13.026532,0.148862,0.851138,5.238301,18.85788,120.646
Male,400,Regional,3,16.257771,0.214681,0.785319,4.293715,15.45737,158.189
Female,400,Regional,3,11.095213,0.169132,0.830868,3.393035,12.21493,171.619
Male,800,Interregional,3,16.225066,0.18557,0.81443,5.18056,18.65002,155.743
Male,1500,Interregional,4,11.378315,0.113244,0.886756,4.691214,16.88837,328.156
Male,1500,Regional,3,11.53719,0.124013,0.875987,4.937127,17.77366,192.908
Female,1500,Regional,4,9.799425,0.147875,0.852125,3.492286,12.57223,166.869
Female,1500,Interregional,3,11.571662,0.142642,0.857358,3.84911,13.8568,429.744
Female,800,Regional,3,10.747196,0.140138,0.859862,4.016616,14.45982,213.254
Male,1500,Interregional,5,11.49112,0.117057,0.882943,4.962949,17.86662,206.227
Male,400,Regional,4,13.680142,0.162737,0.837263,4.667954,16.80464,168.503
Male,1500,Regional,4,9.325734,0.095856,0.904144,4.375964,15.75347,280.92
Female,5000,National,4,7.560816,0.059745,0.940255,4.942912,17.79448,97.348
Male,800,Regional,3,13.771078,0.181609,0.818391,4.306907,15.50486,161.48
Female,1500,Interregional,3,8.616858,0.097912,0.902088,4.094407,14.73987,222.899
Male,800,Interregional,4,10.983022,0.101091,0.898909,5.471525,19.69749,158.952
Male,800,Interregional,4,13.478937,0.144649,0.855351,4.200647,15.12233,487.93
Female,1500,Regional,3,11.477765,0.161625,0.838375,4.154027,14.9545,123.322
Male,800,Interregional,3,13.485135,0.144219,0.855781,4.690247,16.88489,292.736
Male,800,Regional,3,13.001263,0.149238,0.850762,5.16914,18.6089,126.697
Male,400,Regional,3,14.137723,0.171909,0.828091,4.391361,15.8089,183.549
Female,10000,Interregional,3,6.387428,0.046573,0.953427,4.310208,15.51675,305.468
Male,5000,Interregional,4,8.641045,0.067093,0.932907,5.07735,18.27846,239.828
Female,800,Regional,3,11.71118,0.16138,0.83862,4.189733,15.08304,134.885
Male,400,Regional,3,15.230805,0.196841,0.803159,4.05375,14.5935,181.118
Male,800,Regional,3,13.735302,0.162415,0.837585,4.526013,16.29365,183.392
Female,1500,National,3,9.116275,0.078701,0.921299,5.155149,18.55854,189.036
Female,800,Interregional,3,12.306815,0.159162,0.840838,4.533195,16.3195,130.883
Male,3000,National,3,8.927455,0.058703,0.941297,5.764011,20.75044,195.012
Female,1500,National,4,9.261692,0.096687,0.903313,4.368352,15.72607,240.045
Male,3000,Regional,5,11.503905,0.126195,0.873805,4.792348,17.25245,168.255
Male,3000,Regional,3,9.215686,0.102674,0.897326,4.556198,16.40231,147.956
Female,10000,Interregional,3,6.465057,0.056653,0.943347,4.086218,14.71038,218.7
Female,400,Regional,3,14.464184,0.207542,0.792458,3.830345,13.78924,166.936
Male,1500,National,4,11.552702,0.106086,0.893914,5.436036,19.56973,173.346
Female,400,Interregional,3,17.564266,0.243103,0.756897,3.666628,13.19986,197.951
Male,400,Regional,3,13.60616,0.181696,0.818304,3.593712,12.93736,211.592
Male,800,Interregional,3,12.264493,0.13349,0.86651,5.392556,19.4132,114.556
Male,10000,Regional,4,7.45173,0.067319,0.932681,4.428864,15.94391,153.235
Female,1500,Regional,5,9.807774,0.121565,0.878435,4.040989,14.54756,195.241
Female,1500,Interregional,3,11.782806,0.154903,0.845097,3.879171,13.96501,265.014
Male,800,Interregional,3,12.189556,0.133703,0.866297,5.285412,19.02748,122.798
Female,10000,Regional,3,7.640511,0.105552,0.894448,3.21722,11.58199,257.138
Male,400,Regional,3,12.858241,0.165562,0.834438,4.11723,14.82203,192.44
Male,400,Regional,4,13.221905,0.157982,0.842018,4.542418,16.3527,188.156
Male,800,Interregional,4,14.569675,0.170791,0.829209,4.481944,16.135,227.66
Female,1500,Interregional,5,10.027116,0.115936,0.884064,4.400144,15.84052,165.831
Male,800,Regional,3,13.327769,0.164611,0.835389,4.199839,15.11942,262.508
Female,1500,Regional,3,8.304801,0.094491,0.905509,4.076245,14.67448,243.605
Male,800,Interregional,3,19.679317,0.233703,0.766297,4.487187,16.15387,205.219
Male,1500,National,4,11.252041,0.102137,0.897863,5.441136,19.58809,209.425
Male,1500,Regional,3,8.445122,0.073931,0.926069,4.881863,17.57471,166.277
Male,800,Interregional,3,13.867679,0.150242,0.849758,5.604837,20.17741,119.115
Male,1500,Regional,3,16.055804,0.192842,0.807158,4.059239,14.61326,335.23
Male,1500,Interregional,3,11.25493,0.105682,0.894318,5.919551,21.31038,91.31
Female,1500,Interregional,4,10.043121,0.118223,0.881777,4.241001,15.26761,224.976
Female,800,Interregional,3,12.112558,0.153986,0.846014,4.644012,16.71844,123.243
Female,3000,Interregional,3,8.789625,0.094429,0.905571,4.549323,16.37756,152.431
Female,3000,Regional,4,8.633283,0.10533,0.89467,3.935797,14.16887,221.777
Male,1500,Interregional,5,11.199873,0.112291,0.887709,5.042172,18.15182,186.269
Female,400,Interregional,3,15.410967,0.202671,0.797329,4.323113,15.56321,161.166
Female,400,Regional,3,14.845543,0.212382,0.787618,3.284738,11.82506,229.768
Male,400,Interregional,3,15.559909,0.18382,0.81618,5.132981,18.47873,135.066
Male,800,Regional,3,13.900759,0.164742,0.835258,4.499524,16.19829,187.003
Female,800,Regional,4,11.056637,0.149441,0.850559,3.586948,12.91301,313.043
Female,400,Regional,3,13.68049,0.199431,0.800569,3.381567,12.17364,203.139
Female,1500,National,5,10.62783,0.11708,0.88292,4.4958,16.18488,221.498
Male,400,Regional,4,12.345373,0.147137,0.852863,4.626716,16.65618,161.559
Male,3000,National,4,10.266667,0.081651,0.918349,5.704089,20.53472,190.12
Male,400,National,3,20.911669,0.239097,0.760903,4.702561,16.92922,203.128
Female,400,Interregional,3,13.629786,0.174612,0.825388,4.110705,14.79854,186.04
Male,800,Interregional,4,14.797735,0.161629,0.838371,5.023645,18.08512,195.639
Male,800,Interregional,4,12.539967,0.139638,0.860362,4.800131,17.28047,191.81
Male,1500,National,4,12.401815,0.116835,0.883165,5.377902,19.36045,196.247
Male,1500,Regional,5,11.394944,0.121513,0.878487,4.40948,15.87413,281.747
Male,1500,Interregional,3,11.207043,0.106511,0.893489,5.444397,19.59983,169.898
Male,1500,Regional,3,11.333195,0.124856,0.875144,5.301863,19.08671,97.881
Female,1500,Regional,3,7.219922,0.107038,0.892962,3.202966,11.53068,220.792
Male,1500,Regional,6,11.710363,0.129821,0.870179,4.305566,15.50004,299.761
Male,800,Interregional,4,13.043466,0.143935,0.856065,4.914531,17.69231,186.207
Male,1500,National,4,10.469538,0.089976,0.910024,5.546196,19.9663,175.854
Male,10000,Regional,4,7.891899,0.064729,0.935271,4.699352,16.91767,278.917
Female,800,Regional,4,12.700159,0.176525,0.823475,3.529962,12.70786,258.595
Male,1500,Regional,3,10.467414,0.107829,0.892171,4.770739,17.17466,213.731
Female,3000,Interregional,3,7.628971,0.079488,0.920512,4.168413,15.00629,225.67
Female,800,Interregional,3,12.356619,0.157664,0.842336,4.612922,16.60652,128.566
Male,10000,Interregional,5,9.210904,0.081842,0.918158,4.870865,17.53511,261.096
Male,800,Interregional,4,13.480337,0.14821,0.85179,4.518231,16.26563,335.132
Male,1500,Regional,5,11.159862,0.124149,0.875851,4.213236,15.16765,284.854
Male,400,Regional,3,13.794996,0.180371,0.819629,4.468828,16.08778,143.696
Male,3000,Interregional,4,10.044165,0.093146,0.906854,5.199487,18.71815,172.174
Male,10000,Regional,4,8.548366,0.079051,0.920949,4.547072,16.36946,321.494
Female,800,National,3,12.800713,0.153802,0.846198,4.942883,17.79438,126.027
Female,3000,Regional,4,10.618424,0.133679,0.866321,4.347875,15.65235,137.442
Female,400,Regional,3,14.46391,0.210999,0.789001,3.885914,13.98929,142.674
Male,800,Regional,4,13.584688,0.161258,0.838742,4.481742,16.13427,210.157
Male,1500,Interregional,4,11.672777,0.117183,0.882817,5.007805,18.0281,196.819
Female,800,Interregional,3,13.816264,0.182759,0.817241,4.309887,15.51559,158.829
Male,1500,Regional,4,9.878483,0.094796,0.905204,4.93101,17.75164,170.017
Female,1500,Interregional,4,9.678089,0.111304,0.888696,4.242125,15.27165,240.4
Female,400,Regional,3,13.158738,0.188125,0.811875,3.993148,14.37533,146.852
Male,1500,National,3,13.62295,0.136039,0.863961,5.065441,18.23559,282.328
Male,1500,Interregional,4,11.855915,0.1194,0.8806,4.938228,17.77762,279.452
Female,1500,Interregional,3,10.069761,0.115982,0.884018,4.470817,16.09494,190.346
Female,3000,Regional,3,8.909073,0.137818,0.862182,3.391153,12.20815,139.531
Male,800,Regional,3,13.327995,0.170615,0.829385,4.500236,16.20085,152.136
Male,1500,National,3,10.24883,0.081003,0.918997,5.476148,19.71413,211.351
Male,1500,Regional,3,8.893303,0.085858,0.914142,4.525634,16.29228,281.948
Female,400,Regional,3,13.696233,0.20151,0.79849,3.794989,13.66196,154.791
Female,800,Interregional,3,11.459403,0.150658,0.849342,3.973871,14.30594,229.242
Male,800,Interregional,4,11.745124,0.119665,0.880335,5.239127,18.86086,157.655
Male,400,Regional,3,20.498672,0.261407,0.738593,4.187356,15.07448,164.282
Female,800,Regional,3,12.248885,0.169079,0.830921,4.176709,15.03615,140.466
Female,800,Regional,3,10.632865,0.142142,0.857858,4.310911,15.51928,119.15
Male,5000,National,3,9.311631,0.065278,0.934722,5.578882,20.08397,271.453
Male,1500,Interregional,5,10.811821,0.097556,0.902444,5.455927,19.64134,157.949
Female,800,Interregional,3,11.762994,0.153862,0.846138,4.46961,16.0906,126.281
Male,10000,Regional,3,7.230098,0.068455,0.931545,4.130956,14.87144,335.634
Female,1500,Regional,3,9.657187,0.130159,0.869841,3.776524,13.59549,223.73
Male,800,Interregional,4,14.387667,0.154006,0.845994,5.164223,18.5912,185.509
Male,5000,National,3,7.592679,0.042284,0.957716,5.581073,20.09186,114.099
Male,800,Regional,3,14.96667,0.181737,0.818263,4.134739,14.88506,305.174
Male,1500,Interregional,3,16.138979,0.18165,0.81835,4.123378,14.84416,483.598
Female,1500,Regional,3,10.888962,0.152961,0.847039,4.160996,14.97958,116.609
Male,800,Regional,4,14.442512,0.170842,0.829158,4.501974,16.20711,212.765
Male,1500,Interregional,3,18.278341,0.204533,0.795467,4.251051,15.30378,371.783
Male,1500,Regional,3,9.409569,0.095496,0.904504,5.277872,19.00034,71.304
Male,3000,Regional,3,10.147762,0.119611,0.880389,4.472158,16.09977,168.124
Female,1500,National,4,9.47898,0.101818,0.898182,4.417234,15.90204,248.796
Female,1500,Regional,3,10.061696,0.145622,0.854378,3.971241,14.29647,116.381
Male,1500,Regional,4,9.783518,0.105387,0.894613,4.637013,16.69325,154.071
Male,400,Interregional,3,18.406978,0.217813,0.782187,4.877508,17.55903,164.797
Male,1500,Interregional,5,9.726644,0.089464,0.910536,4.894893,17.62162,254.318
Female,1500,International,5,10.306117,0.099158,0.900842,5.099546,18.35836,165.741
Female,400,Regional,3,13.166984,0.184176,0.815824,3.67399,13.22636,188.171
Female,3000,Interregional,4,10.685173,0.130749,0.869251,3.939676,14.18283,328.341
Female,800,National,3,12.802507,0.153231,0.846769,4.953697,17.83331,127.009
Male,3000,Regional,4,11.426833,0.125412,0.874588,4.516212,16.25836,288.622
Male,800,Regional,4,13.886177,0.159999,0.840001,4.645014,16.72205,209.121
Male,3000,Interregional,4,9.081416,0.082023,0.917977,5.070794,18.25486,153.645
Male,800,National,4,14.964719,0.163271,0.836729,4.982878,17.93836,205.503
Male,400,Interregional,3,16.804748,0.19943,0.80057,4.897806,17.6321,164.023
Male,800,National,6,11.464079,0.100145,0.899855,5.393543,19.41675,241.678
Male,800,Regional,4,12.590896,0.150727,0.849273,4.507091,16.22553,185.955
Male,3000,Interregional,4,10.019552,0.085322,0.914678,5.482606,19.73738,166.642
Female,800,National,3,14.158654,0.170829,0.829171,4.851014,17.46365,149.807
Female,10000,National,6,8.296323,0.077115,0.922885,4.601087,16.56391,173.114
Male,400,Regional,3,14.038228,0.178908,0.821092,4.674018,16.82647,134.131
Female,800,Interregional,4,12.076525,0.149651,0.850349,4.366949,15.72102,175.714
Male,800,Regional,3,12.773112,0.151723,0.848277,5.006609,18.02379,124.092
Male,800,Regional,3,13.570983,0.165634,0.834366,4.905108,17.65839,129.555
Female,1500,Interregional,3,9.690896,0.1102,0.8898,4.852307,17.46831,95.212
Male,3000,Regional,3,8.379541,0.08934,0.91066,4.216544,15.17956,279.571
Female,400,Regional,3,19.838795,0.299907,0.700093,2.612951,9.40662,243.905
Male,1500,Regional,4,11.746693,0.12587,0.87413,4.710334,16.9572,260.895
Male,800,Regional,4,14.819013,0.179274,0.820726,4.275231,15.39083,236.849
Male,400,Interregional,4,15.861175,0.188165,0.811835,4.056711,14.60416,265.448
Male,5000,Interregional,3,8.042243,0.0549,0.9451,5.130388,18.4694,293.631
Male,1500,Interregional,4,10.912338,0.100986,0.899014,4.965054,17.87419,304.647
Male,3000,Regional,3,10.298531,0.120412,0.879588,4.01938,14.46977,408.944
Male,800,Regional,3,14.302549,0.168017,0.831983,5.058209,18.20955,141.505
Female,3000,Interregional,4,7.349801,0.075062,0.924938,3.981747,14.33429,319.384
Male,800,Interregional,3,16.204191,0.186625,0.813375,5.09553,18.34391,161.267
Male,1500,Regional,3,11.02312,0.122073,0.877927,4.702935,16.93057,206.123
Male,800,Interregional,3,16.148665,0.185063,0.814937,5.122972,18.4427,161.336
Female,3000,Regional,3,7.275069,0.094945,0.905055,3.677704,13.23973,152.939
Male,800,Interregional,3,14.676402,0.168465,0.831535,4.545656,16.36436,274.631
Male,1500,Interregional,4,9.98975,0.088708,0.911292,5.317152,19.14175,175.236
Male,800,Regional,3,13.897476,0.166781,0.833219,4.967409,17.88267,135.549
Female,1500,Interregional,3,8.876501,0.100683,0.899317,4.313991,15.53037,185.028
Male,1500,Regional,3,11.809002,0.128479,0.871521,4.871312,17.53672,207.181
Male,400,National,3,19.055502,0.219362,0.780638,5.001909,18.00687,170.555
Male,400,Regional,5,11.758143,0.125186,0.874814,4.474531,16.10831,277.745
Male,10000,National,3,7.941021,0.050811,0.949189,5.296024,19.06569,227.632
Female,800,National,3,13.855891,0.168504,0.831496,4.827841,17.38023,145.183
Male,5000,National,3,9.097314,0.068558,0.931442,5.274133,18.98688,300.936
Female,1500,Regional,4,11.055427,0.155394,0.844606,3.616249,13.0185,220.518
Male,800,Interregional,3,16.548658,0.192298,0.807702,5.052961,18.19066,160.583
Female,1500,National,4,15.058042,0.190282,0.809718,3.763203,13.54753,300.903
Male,1500,Regional,4,10.077412,0.097005,0.902995,4.75299,17.11076,261.455
Male,1500,Interregional,3,12.095118,0.122207,0.877793,4.937151,17.77375,260.74
Male,800,Regional,4,15.59485,0.189019,0.810981,4.188889,15.08,250.132
Male,3000,Regional,4,8.998595,0.08463,0.91537,4.842479,17.43292,190.237
Male,800,National,4,15.176305,0.157386,0.842614,5.249577,18.89848,209.789
Male,400,Regional,3,16.496359,0.201825,0.798175,4.797904,17.27245,152.487
Male,800,Regional,3,11.330436,0.116955,0.883045,5.136404,18.49106,173.953
Male,400,Regional,3,16.028438,0.214419,0.785581,4.166737,15.00025,166.904
Male,800,Regional,3,10.942629,0.13182,0.86818,4.196662,15.10798,168.237
Male,3000,Regional,4,10.180278,0.106257,0.893743,4.731524,17.03349,208.93
Male,3000,Regional,3,8.60016,0.089178,0.910822,4.118401,14.82624,478.72
Female,3000,Regional,5,7.581234,0.087841,0.912159,3.720357,13.39328,294.597
Male,1500,National,5,12.799988,0.126797,0.873203,5.170651,18.61434,226.642
Male,1500,Regional,3,12.804224,0.143073,0.856927,4.751672,17.10602,234.553
Female,3000,Regional,3,9.133703,0.110493,0.889507,4.247551,15.29118,159.464
Male,1500,Regional,3,8.434697,0.093965,0.906035,3.98504,14.34614,303.72
Female,400,Interregional,3,14.191747,0.188227,0.811773,4.392052,15.81139,145.021
Female,1500,Regional,4,9.375213,0.120317,0.879683,3.686328,13.27078,316.212
Male,1500,Regional,3,11.179626,0.133873,0.866127,4.06556,14.63602,360.21
Female,5000,Interregional,4,7.160135,0.064659,0.935341,4.231052,15.23179,233.456
Male,3000,National,4,10.915084,0.095108,0.904892,5.032273,18.11618,489.475
Female,1500,National,5,10.950805,0.111951,0.888049,4.648177,16.73344,226.705
Male,1500,Interregional,4,11.68778,0.125691,0.874309,4.949815,17.81934,171.088
Female,800,National,3,12.442338,0.148033,0.851967,4.969345,17.88964,123.258
Female,400,Regional,4,11.639183,0.163592,0.836408,3.518999,12.66839,219.711
Female,5000,Regional,3,7.446961,0.086279,0.913721,3.573732,12.86543,514.762
Male,1500,Regional,3,9.358047,0.092767,0.907233,4.769166,17.169,209.307
Male,3000,Regional,3,7.087155,0.050778,0.949222,4.821241,17.35647,161.603
Female,800,Interregional,3,11.364298,0.14092,0.85908,4.710116,16.95642,116.614
Male,1500,National,4,10.911349,0.093674,0.906326,5.546483,19.96734,218.299
Male,800,Regional,3,13.335482,0.165904,0.834096,4.632124,16.67565,152.885
Male,3000,Regional,4,9.232,0.096433,0.903567,4.400992,15.84357,274.228
Female,800,Interregional,3,12.357992,0.163379,0.836621,4.444618,16.00062,129.866
Male,800,Regional,3,12.517392,0.146361,0.853639,5.006458,18.02325,129.907
Female,1500,International,4,11.259816,0.114097,0.885903,4.961763,17.86235,227.949
Female,5000,Interregional,4,6.723339,0.060279,0.939721,4.334676,15.60483,113.912
Male,800,Regional,3,12.047038,0.137111,0.862889,4.682012,16.85524,213.393
Male,800,National,4,14.524887,0.149483,0.850517,5.354004,19.27442,190.407
Male,800,Interregional,4,16.872229,0.197776,0.802224,4.329139,15.5849,251.598
Female,1500,Regional,3,7.664075,0.087606,0.912394,4.068392,14.64621,160.872
Female,1500,Interregional,4,9.377706,0.101431,0.898569,4.210586,15.15811,281.038
Female,800,Interregional,3,12.468701,0.16541,0.83459,4.383102,15.77917,137.939
Male,5000,Interregional,3,9.521688,0.080714,0.919286,5.32936,19.1857,161.178
Male,3000,Regional,3,10.119761,0.110512,0.889488,4.788375,17.23815,152.793
Male,3000,Regional,3,8.204532,0.068293,0.931707,4.888167,17.5974,220.731
Female,1500,Regional,3,9.240333,0.115951,0.884049,3.881242,13.97247,227.507
Male,800,Interregional,3,13.294836,0.15038,0.84962,5.233229,18.83962,131.605
Male,800,Interregional,3,15.027676,0.172584,0.827416,5.191943,18.691,145.282
Male,800,Regional,3,13.637175,0.162877,0.837123,5.045037,18.16213,125.839
Female,1500,Interregional,5,9.830776,0.113998,0.886002,4.329388,15.5858,178.658
Male,10000,Regional,5,9.412653,0.093857,0.906143,4.531445,16.3132,280.34
Male,800,Interregional,3,14.249696,0.164301,0.835699,5.157589,18.56732,140.631
Female,800,Interregional,4,13.11028,0.16766,0.83234,4.124826,14.84937,206.506
Male,800,Regional,3,12.286041,0.138591,0.861409,4.729726,17.02701,216.94
Male,800,Regional,6,11.459079,0.117389,0.882611,4.730413,17.02949,248.551
Male,3000,Regional,5,9.899797,0.100972,0.899028,4.828277,17.3818,163.651
Male,1500,National,4,10.883011,0.087939,0.912061,5.887222,21.194,138.905
Male,800,Interregional,3,13.928709,0.159225,0.840775,5.218731,18.78743,134.986
Male,800,Interregional,3,13.648038,0.148841,0.851159,5.530839,19.91102,121.018
Female,800,Regional,3,9.926562,0.124629,0.875371,4.15907,14.97265,186.858
Male,800,Interregional,5,12.933753,0.139968,0.860032,4.697216,16.90998,248.751
Female,1500,Interregional,4,9.104007,0.105512,0.894488,4.330084,15.5883,151.728
Male,800,Interregional,3,14.501988,0.164095,0.835905,4.735843,17.04903,190.166
Male,3000,Regional,4,10.655155,0.121564,0.878436,4.065057,14.6342,348.885
Male,1500,Interregional,4,13.384644,0.151333,0.848667,4.337877,15.61636,349.669
Female,800,Interregional,3,10.904558,0.140134,0.859866,4.463439,16.06838,123.927
Female,1500,Regional,3,10.598997,0.145537,0.854463,3.733887,13.44199,238.611
Male,1500,Regional,4,12.802546,0.143745,0.856255,4.502447,16.20881,287.431
Male,1500,Interregional,5,9.937797,0.089458,0.910542,5.023914,18.08609,247.04
Female,3000,National,3,7.255206,0.06099,0.93901,4.527522,16.29908,209.455
Female,5000,Regional,3,9.083618,0.108843,0.891157,3.826659,13.77597,231.754
Female,800,Interregional,3,14.278454,0.191442,0.808558,4.241094,15.26794,159.293
Male,800,Interregional,3,14.654757,0.162276,0.837724,5.505163,19.81859,127.387
Male,1500,National,3,12.055409,0.116449,0.883551,5.403636,19.45309,205.79
Male,400,Regional,3,17.401732,0.213162,0.786838,4.668852,16.80787,166.305
Male,3000,Regional,3,9.349538,0.086065,0.913935,4.962532,17.86511,227.343
Male,1500,Interregional,5,9.02709,0.078408,0.921592,4.890674,17.60643,258.362
Female,5000,Regional,3,6.905241,0.075519,0.924481,3.947607,14.21138,157.459
Female,400,Interregional,3,18.924957,0.254035,0.745965,3.751034,13.50372,197.444
Male,1500,Interregional,3,10.471555,0.099427,0.900573,5.103281,18.37181,198.504
Male,1500,Regional,4,11.293004,0.120076,0.879924,5.066303,18.23869,143.681
Female,3000,Interregional,3,8.541553,0.08777,0.91223,4.389062,15.80062,258.767
Female,400,Regional,3,11.030834,0.175368,0.824632,3.562109,12.82359,135.097
Male,800,Regional,3,11.840729,0.129854,0.870146,4.859287,17.49343,202.171
Male,1500,Regional,3,14.48935,0.186876,0.813124,3.778599,13.60296,321.315
Male,10000,Regional,3,7.191018,0.070867,0.929133,4.058925,14.61213,263.364
Male,800,Regional,3,13.713199,0.159615,0.840385,5.091122,18.32804,137.605
Male,800,Interregional,3,14.805446,0.171882,0.828118,5.097624,18.35144,148.372
Male,1500,Regional,3,14.10734,0.161386,0.838614,4.539948,16.34381,279.289
